qst_lend_surgeon_text|Ваш дасведчаны хірург {S3} павінен накіравацца да {s1}.
qst_follow_army|Ісці за арміяй {s9}
qst_follow_army_text|Не
qst_report_to_army|Даклад маршалу
qst_report_to_army_text|Не
qst_deliver_cattle_to_army|Быдла для {s13}
qst_deliver_cattle_to_army_text|Не
qst_join_siege_with_army|Аблога {s14}
qst_join_siege_with_army_text|Не
qst_scout_waypoints|Разведка мясцовасці
qst_scout_waypoints_text|Не
qst_rescue_lord_by_replace|Выратаванне {s13}
qst_rescue_lord_by_replace_text|Не
qst_deliver_message_to_prisoner_lord|Ліст для {s13}
qst_deliver_message_to_prisoner_lord_text|Не
qst_duel_for_lady|Дуэль з {s13}
qst_duel_for_lady_text|Не
qst_move_cattle_herd|Пастуховая праца
qst_move_cattle_herd_text|Гарадскі кіраўнік з {s10} просіць вас адагнаць жывёлу ў {s13}.
qst_escort_merchant_caravan|Ахова абозу
qst_escort_merchant_caravan_text|Суправадзіць гандлёвы абоз у {s8}.
qst_deliver_wine|Дастаўка тавараў
qst_deliver_wine_text|{s9} з {s3} просіць вас даставіць у кабак {s4} яго {s6} ў колькасці {reg5} штук на працягу 7 дзён.
qst_troublesome_bandits|Паляванне на разбойнікаў
qst_troublesome_bandits_text|{s9} з {s4} просіць вас высачыць небяспечных разбойнікаў недалёка ад горада.
qst_kidnapped_girl|Выкрадзеная дзяўчына
qst_kidnapped_girl_text|Гарадскі кіраўнік з {S4} даў вам {reg12} талераў, каб заплаціць выкуп за дзяўчыну, выкрадзеную разбойнікамі. Вы павінны сустрэцца з імі каля {S3} і перадаць грошы. Пасля гэтага дзяўчыну трэба даставіць назад, у {s4}.
qst_persuade_lords_to_make_peace|Мірны дагавор
qst_persuade_lords_to_make_peace_text|Гарадскі кіраўнік з {s4} паабяцаў вам {reg12} талераў за тое, каб вы прасачылі, што {s12} і {s13} не пагражаюць мірнаму дагавору паміж {s15} і {s14}. Для гэтага вам прыйдзецца альбо ўгаварыць іх, альбо захапіць у палон і ўтрымліваць датуль, пакуль не будзе заключаны мір.
qst_deal_with_looters|Зладзейскія банды {s4}
qst_deal_with_looters_text|Гарадскі кіраўнік з {s4} папрасіў вас разабрацца з некалькімі зладзейскімі бандамі недалёка ад горада і вярнуць як мага больш скрадзеных тавараў.
qst_deal_with_night_bandits|Начныя разбойнікі
qst_deal_with_night_bandits_text|Гарадскі кіраўнік з {s14} папрасіў вас разабрацца з разбойнікамі, абвешчаныя непадалёк ад горада.
qst_deliver_grain|Збожжа сялянам
qst_deliver_grain_text|Стараста з вёскі {s3} просіць вас даставіць ім не менш {reg5} мяшкоў збожжа.
qst_deliver_cattle|Быдла для {s3}
qst_deliver_cattle_text|Стараста з вёскі {s3} просіць вас прыгнаць да іх {reg5} галоў жывёлы.
qst_train_peasants_against_bandits|Навучанне ваеннай справе
qst_train_peasants_against_bandits_text|Не
qst_eliminate_bandits_infesting_village|Разбойнікі ў {s7}
qst_eliminate_bandits_infesting_village_text|Жыхар вёскі {s7} моліць вас пазбавіць яго вёску ад разбойнікаў, якія зладзілі там гняздо.
qst_join_faction|Прысяга {s1}
qst_join_faction_text|Знайсці {s1} і прынесці яму клятву вернасці.
qst_rebel_against_kingdom|Падтрымка прэтэндэнта
qst_rebel_against_kingdom_text|Не
qst_talk_to_zamoshie_elder|Размова са старастам
qst_talk_to_zamoshie_elder_text|Клермон абмовіўся, што стараста Замошша звонкай манетай плаціць за працы. Чаму б не наведацца туды?
qst_zamoshie_lower_taxes|Сялянскія падаткі
qst_zamoshie_lower_taxes_text|Пераканаць Смаленскага ваяводу знізіць падаткі сялянам Замошша.
qst_deal_with_zamoshie_bandits|Разбойнікі з Замошша
qst_deal_with_zamoshie_bandits_text|Забіць разбойнікаў з Замошша.
qst_oim_bring_goods_zamoshie|Дастаўка тавараў
qst_oim_bring_goods_zamoshie_text|Даставіць тавары ў Замошша.
qst_oim_trakay_icon|Няўлоўны ксёндз
qst_oim_trakay_icon_text|Няўлоўны ксёндз
qst_oim_bring_tatarin_to_sich|З мовай на Сеч 
qst_oim_bring_tatarin_to_sich_text|З мовай на Сеч
qst_oim_bring_tatarin_to_perekop|На Перакоп
qst_oim_bring_tatarin_to_perekop_text|На Перакоп
qst_oim_sem_samuraev|Цудоўная сямёрка
qst_oim_sem_samuraev_text|Цудоўная сямёрка
qst_oim_lendliz|Дапамога Данскім казакам
qst_oim_lendliz_text|Дапамога Данскім казакам
qst_oim_lendliz2|Дапамога Данскім казакам
qst_oim_lendliz2_text|Дапамога Данскім казакам
qst_oim_monfor_shved|Завербаваць Клермона
qst_oim_monfor_shved_text|Вярбоўка Клермона
qst_oim_monfor_shved_army|Царскі картэж
qst_oim_monfor_shved_army_text|Царскі картэж
qst_mest_i_zakon|Помста і закон
qst_mest_i_zakon_text|Помста і закон
qst_mest_i_zakon2|Выратаванае сяло
qst_mest_i_zakon2_text|Помста і закон
qst_mest_i_zakon3|Помста Хмяльніцкага 
qst_mest_i_zakon3_text|Помста і закон
qst_oim_kidalovo_z_konyem|Полцарства за каня
qst_oim_kidalovo_z_konyem_text|Полцарства за каня
qst_oim_invest|Таемны схрон
qst_oim_invest_text|Таемны схрон
qst_oim_trubeckoy_rekomendation|Рэкамендацыя да Трубяцкога
qst_oim_trubeckoy_rekomendation_text|Рэкамендацыя да Трубяцкога
qst_oim_tzr_korsar|Царскі Карсар
qst_oim_tzr_korsar_text|Царскі Карсар
qst_oim_potop_main|Патоп
qst_oim_potop_main_text|Патоп
qst_oim_potop_find_zagloba|Пан Заглоба
qst_oim_potop_find_zagloba_text|Пан Заглоба
qst_oim_potop_deliver_letter|Дрэнныя весці каралю
qst_oim_potop_deliver_letter_text|Дрэнныя весці каралю
qst_oim_potop_deliver_swedish_solders|Рэйд па шведскіх тылах
qst_oim_potop_deliver_swedish_solders_text|Рэйд па шведскіх тылах
qst_oim_potop_deliver_swedish_troops_reward|Атрымаць узнагароду
qst_oim_potop_deliver_swedish_troops_reward_text|Атрымаць узнагароду
qst_oim_potop_defend_church|Польская святыня
qst_oim_potop_defend_church_text|Польская святыня
qst_oim_potop_defend_get_back_warshaw|Варшава
qst_oim_potop_defend_get_back_warshaw_text|Варшава
qst_oim_potop_capture_swedish_lord|Пратэстанцкія памылкі
qst_oim_potop_capture_swedish_lord_text|Пратэстанцкія памылкі
qst_oim_potop_shtirlic|Новы хан
qst_oim_potop_alias|Татарскі саюзнік
qst_oim_potop_alias_text|Татарскі саюзнік
qst_oim_potop_return|Вяртанне героя
qst_oim_potop_return_text|Вяртанне героя
qst_oim_potop_kmitic|Хаванскі ў бульбу!
qst_oim_potop_kmitic_text|Хаванскі ў бульбу!
qst_oim_potop_volodievskiy|Выкрадзеная нявеста
qst_oim_potop_volodievskiy_text|Канакрад
qst_oim_potop_kshetuskiy|Канакрад
qst_oim_potop_kshetuskiy_text|Выкрадзеная нявеста
qst_oim_potop_marshal|Ранец з маршальскім жазлом
qst_oim_potop_marshal_text|Ранец з маршальскім жазлом
qst_oim_potop_marshal_started|Выбары маршала
qst_oim_potop_marshal_started_text|Выбары маршала
qst_oim_potop_mission_impossible|Герой-вызваліцель
qst_oim_potop_mission_impossible_text|Герой-вызваліцель
qst_oim_potop_capture_tszar|Царская паляванне
qst_oim_potop_capture_tszar_text|Царская паляванне
qst_oim_potop_king_elections_kings_node|Паўстанне Заглобы 
qst_oim_potop_king_elections_kings_node_text|Паўстанне Заглобы 
qst_oim_potop_king_elections_zagloba|Не выкарыстана
qst_oim_potop_king_elections_zagloba_text|Не выкарыстана
qst_oim_potop_last_qst|Смерць на ўзлёце
qst_oim_potop_last_qst_text|Смерць на ўзлёце
qst_oim_potop_zagloba_revoult|Імператар Заглоба!
qst_oim_potop_zagloba_revoult_text|Імператар Заглоба!
qst_oim_potop_invasion_info|Нямецкія паліцы
qst_oim_potop_invasion_info_text|Нямецкія паліцы
qst_oim_potop_destroy_mercs|Нямецкія паліцы
qst_oim_potop_destroy_mercs_text|Нямецкія паліцы
qst_oim_potop_dismiss_king|Антыцарская кааліцыя
qst_oim_potop_dismiss_king_text|Антыцарская кааліцыя
qst_oim_potop_execute_king|Адрачэнне караля
qst_oim_potop_execute_king_text|Адрачэнне караля
qst_oim_potop_final_qst|Апошні рубеж
qst_oim_potop_final_qst_text|Апошні рубеж
qst_oim_getman_defend_villages|Абарона Вёскі
qst_oim_getman_defend_villages_text|Абарона Вёскі
qst_oim_getman_main|Таямніца Чорнага Гетмана
qst_oim_getman_main_text|Таямніца Чорнага Гетмана
qst_oim_getman_kozaks_service|На пабягушках
qst_oim_getman_kozaks_service_text|На пабягушках
qst_oim_getman_za_radzivilla|За Вялікую Літву!
qst_oim_getman_za_radzivilla_text|За Вялікую Літву!
qst_oim_getman_radzivill_rebelion|Паўстанне Радзівіла
qst_oim_getman_radzivill_rebelion_text|Паўстанне Радзівіла
qst_oim_getman_radzivill_capture_city|Першы загад
qst_oim_getman_radzivill_capture_city_text|Першы загад
qst_oim_getman_kiev_capture|Захоп Кіева
qst_oim_getman_kiev_capture_text|Захоп Кіева
qst_oim_getman_kiev_burgomistr|Даклад кіеўскага кіраўніка
qst_oim_getman_kiev_burgomistr_text|Даклад кіеўскага кіраўніка
qst_oim_getman_kiev_burgomistr_gold|Кіеўская легенда
qst_oim_getman_kiev_burgomistr_gold_text|Кіеўская легенда
qst_oim_getman_ask_add_info|Нязгодлівы Радзівіл
qst_oim_getman_ask_add_info_text|Нязгодлівы Радзівіл
qst_oim_getman_capture_tatarin|Татарскі мурза
qst_oim_getman_capture_tatarin_text|Татарскі мурза
qst_oim_getman_tampliers_archives|Архіў тампліераў
qst_oim_getman_tampliers_archives_text|Архіў тампліераў
qst_oim_getman_nesviz_grobnica_radzivilov|Сямейны склеп
qst_oim_getman_nesviz_grobnica_radzivilov_text|Сямейны склеп
qst_oim_getman_nesviz_legend|Нясвіжская легенда
qst_oim_getman_nesviz_legend_text|Нясвіжская легенда
qst_oim_getman_tayna_knyaza|Таямніца князёў Ольгавічаў
qst_oim_getman_tayna_knyaza_text|Таямніца князёў Ольгавічаў
qst_oim_getman_borat_dlg|Князь Барацінскі
qst_oim_getman_voron_book|Воранава кніга
qst_oim_getman_voron_translate|Пафнуцій
qst_oim_getman_kozak_legend|Казацкія легенды
qst_oim_getman_barabash|Гетман Барабаш
qst_oim_getman_nesvizh_pernach|Нясвіж
qst_oim_getman_kill_radzivill|Гетман Радзівіл
qst_oim_getman_za_barabasha|За Барабаша!
qst_oim_getman_caravan|Абоз з лістом
qst_oim_getman_za_hmelya|За Хмеля!
qst_oim_na_rech_pospolitu|На Рэч Паспалітую!
qst_oim_getman_hmel_reb|Паўстанне
qst_oim_getman_hmel_casus_beli|Ваенны інцыдэнт
qst_oim_getman_hmel_greate_war|Вайна на два фронты
qst_oim_getman_korona_vitovta|Карона Вітаўта
qst_oim_getman_last_qst|Ад мора да мора
qst_oim_na_msk_tsarzd|На Маскоўскае царства!
qst_oim_getman_barabash_reb|Паўстанне!
qst_oim_getman_barabash_casus_beli|Ваенны інцыдэнт
qst_oim_getman_barabash_greate_war|Вайна на два фронты
qst_oim_dmitriy_main|Таямніцы царскія...
qst_dmitriy_loot_villages|Спустошыць вёскі
qst_oim_dmitriy_gerasim|Герасім Евангелік
qst_oim_dmitriy_elena|Элеанора
qst_oim_dmitriy_eleonora|Элеанору да Карла 
qst_oim_dmitriy_eleonora_home|Элеанору да князя
qst_oim_dmitriy_deliver_letter_msk|Ліст цару
qst_oim_dmitriy_deliver_letter_shwed|Ліст цару
qst_oim_dmitriy_talk_to_voevoda|Размова з ваяводам
qst_oim_dmitriy_tsar_prison|Царская ласка
qst_oim_dmitriy_razin|Сцяпан Разін
qst_biyars_specnaz|Па баярах
qst_oim_alevtina_hanum|Аляўціна-ханум
qst_oim_black_lord|Лжэдзмітрый трэці
qst_oim_black_lord_text|Лжэдзмітрый трэці
qst_oim_dmitriy_elections|Выбары цара
qst_oim_dmitriy_elections_text|Выбары цара
qst_oim_duel_wound|Раненне ў бойцы
qst_oim_duel_wound_text|Раненне ў бойцы
qst_oim_alcoholic|Алкагалізм
qst_oim_alcoholic_text|Алкагалізм
qst_oim_illness_1|Ліхаманка
qst_oim_illness_1_text|Ліхаманка
qst_oim_illness_2|Падагра
qst_oim_illness_2_text|Падагра
qst_oim_illness_3|Вадзянка
qst_oim_illness_3_text|Вадзянка
qst_oim_illness_4|Дызентэрыя
qst_oim_illness_4_text|Дызентэрыя
qst_oim_illness_5|Кароста
qst_oim_illness_5_text|Кароста
qst_oim_potop_capture_city|Захоп горада
qst_oim_deliver_caravan|Адпраўка каравана
qst_oim_trade_pantent|Гандлёвы патэнт
qst_oim_hunt_down_thieves|Пошук злодзеяў
qst_oim_get_feast_supplies|Падрыхтоўка свята
qst_oim_invest_2|Вяртанне грошай
qst_quests_end|Заданне выканана
